,State,Area,MedianIncome2016,Year,UnemploymentRate,Region
653,AL,Shelby County,,2011,6.2,South
654,AL,Shelby County,,2012,5.0,South
655,AL,Shelby County,,2013,4.6,South
656,AL,Shelby County,,2014,4.5,South
657,AL,Shelby County,,2015,4.0,South
658,AL,Shelby County,74212.0,2016,4.3,South
659,AL,Shelby County,,2017,3.2,South
660,AL,Sumter County,,2007,6.5,South
661,AL,Sumter County,,2008,8.7,South
662,AL,Sumter County,,2009,14.9,South
663,AL,Sumter County,,2010,13.3,South
664,AL,Sumter County,,2011,13.1,South
665,AL,Sumter County,,2012,10.5,South
666,AL,Sumter County,,2013,9.0,South
667,AL,Sumter County,,2014,8.5,South
668,AL,Sumter County,,2015,8.0,South
669,AL,Sumter County,26814.0,2016,7.7,South
670,AL,Sumter County,,2017,6.5,South
671,AL,Talladega County,,2007,5.2,South
672,AL,Talladega County,,2008,7.2,South
673,AL,Talladega County,,2009,14.4,South
674,AL,Talladega County,,2010,13.5,South
675,AL,Talladega County,,2011,11.6,South
676,AL,Talladega County,,2012,9.4,South
677,AL,Talladega County,,2013,8.6,South
678,AL,Talladega County,,2014,7.8,South
679,AL,Talladega County,,2015,7.0,South
680,AL,Talladega County,40555.0,2016,6.6,South
681,AL,Talladega County,,2017,5.0,South
682,AL,Tallapoosa County,,2007,5.3,South
683,AL,Tallapoosa County,,2008,7.2,South
684,AL,Tallapoosa County,,2009,13.6,South
685,AL,Tallapoosa County,,2010,13.1,South
686,AL,Tallapoosa County,,2011,11.4,South
687,AL,Tallapoosa County,,2012,8.6,South
688,AL,Tallapoosa County,,2013,8.1,South
689,AL,Tallapoosa County,,2014,7.5,South
690,AL,Tallapoosa County,,2015,6.0,South
691,AL,Tallapoosa County,40169.0,2016,5.6,South
692,AL,Tallapoosa County,,2017,4.2,South
693,AL,Tuscaloosa County,,2007,3.3,South
694,AL,Tuscaloosa County,,2008,4.7,South
695,AL,Tuscaloosa County,,2009,10.2,South
696,AL,Tuscaloosa County,,2010,9.2,South
697,AL,Tuscaloosa County,,2011,8.3,South
698,AL,Tuscaloosa County,,2012,7.0,South
699,AL,Tuscaloosa County,,2013,6.4,South
700,AL,Tuscaloosa County,,2014,5.9,South
701,AL,Tuscaloosa County,,2015,5.0,South
702,AL,Tuscaloosa County,47483.0,2016,5.7,South
703,AL,Tuscaloosa County,,2017,4.1,South
704,AL,Walker County,,2007,4.3,South
705,AL,Walker County,,2008,5.7,South
706,AL,Walker County,,2009,11.6,South
707,AL,Walker County,,2010,12.7,South
708,AL,Walker County,,2011,11.3,South
709,AL,Walker County,,2012,9.2,South
710,AL,Walker County,,2013,8.5,South
711,AL,Walker County,,2014,7.9,South
712,AL,Walker County,,2015,7.0,South
713,AL,Walker County,39511.0,2016,7.5,South
714,AL,Walker County,,2017,5.0,South
715,AL,Washington County,,2007,5.9,South
716,AL,Washington County,,2008,8.4,South
717,AL,Washington County,,2009,15.1,South
718,AL,Washington County,,2010,14.2,South
719,AL,Washington County,,2011,14.6,South
720,AL,Washington County,,2012,11.9,South
721,AL,Washington County,,2013,10.9,South
722,AL,Washington County,,2014,9.6,South
723,AL,Washington County,,2015,9.0,South
724,AL,Washington County,37575.0,2016,8.6,South
725,AL,Washington County,,2017,6.8,South
726,AL,Wilcox County,,2007,9.7,South
727,AL,Wilcox County,,2008,14.0,South
728,AL,Wilcox County,,2009,26.0,South
729,AL,Wilcox County,,2010,26.3,South
730,AL,Wilcox County,,2011,23.2,South
731,AL,Wilcox County,,2012,19.9,South
732,AL,Wilcox County,,2013,19.3,South
733,AL,Wilcox County,,2014,16.9,South
734,AL,Wilcox County,,2015,15.0,South
735,AL,Wilcox County,24216.0,2016,14.4,South
736,AL,Wilcox County,,2017,11.4,South
737,AL,Winston County,,2007,5.6,South
738,AL,Winston County,,2008,8.7,South
739,AL,Winston County,,2009,17.7,South
740,AL,Winston County,,2010,16.0,South
741,AL,Winston County,,2011,13.5,South
742,AL,Winston County,,2012,10.0,South
743,AL,Winston County,,2013,9.4,South
744,AL,Winston County,,2014,8.6,South
745,AL,Winston County,,2015,8.0,South
746,AL,Winston County,38644.0,2016,7.1,South
747,AL,Winston County,,2017,5.0,South
748,AK,Alaska,,2007,6.3,West
749,AK,Alaska,,2008,6.7,West
750,AK,Alaska,,2009,7.7,West
751,AK,Alaska,,2010,7.9,West
752,AK,Alaska,,2011,7.6,West
753,AK,Alaska,,2012,7.1,West
754,AK,Alaska,,2013,7.0,West
755,AK,Alaska,,2014,6.9,West
756,AK,Alaska,,2015,7.0,West
757,AK,Alaska,76144.0,2016,6.9,West
758,AK,Alaska,,2017,7.2,West
759,AK,Aleutians East Borough,,2007,8.0,West
760,AK,Aleutians East Borough,,2008,8.7,West
761,AK,Aleutians East Borough,,2009,9.9,West
762,AK,Aleutians East Borough,,2010,5.6,West
763,AK,Aleutians East Borough,,2011,6.2,West
764,AK,Aleutians East Borough,,2012,6.8,West
765,AK,Aleutians East Borough,,2013,6.0,West
766,AK,Aleutians East Borough,,2014,4.5,West
767,AK,Aleutians East Borough,,2015,3.0,West
768,AK,Aleutians East Borough,63991.0,2016,2.7,West
769,AK,Aleutians East Borough,,2017,2.5,West
770,AK,Aleutians West Census Area,,2007,5.4,West
771,AK,Aleutians West Census Area,,2008,5.8,West
772,AK,Aleutians West Census Area,,2009,7.0,West
773,AK,Aleutians West Census Area,,2010,5.1,West
774,AK,Aleutians West Census Area,,2011,5.8,West
775,AK,Aleutians West Census Area,,2012,6.9,West
776,AK,Aleutians West Census Area,,2013,6.9,West
777,AK,Aleutians West Census Area,,2014,4.8,West
778,AK,Aleutians West Census Area,,2015,4.0,West
779,AK,Aleutians West Census Area,78151.0,2016,3.3,West
780,AK,Aleutians West Census Area,,2017,3.6,West
781,AK,Anchorage Borough/municipality,,2007,5.1,West
782,AK,Anchorage Borough/municipality,,2008,5.4,West
783,AK,Anchorage Borough/municipality,,2009,6.5,West
784,AK,Anchorage Borough/municipality,,2010,6.6,West
785,AK,Anchorage Borough/municipality,,2011,6.0,West
786,AK,Anchorage Borough/municipality,,2012,5.4,West
787,AK,Anchorage Borough/municipality,,2013,5.2,West
788,AK,Anchorage Borough/municipality,,2014,5.2,West
789,AK,Anchorage Borough/municipality,,2015,5.0,West
790,AK,Anchorage Borough/municipality,83959.0,2016,5.6,West
791,AK,Anchorage Borough/municipality,,2017,6.0,West
792,AK,Bethel Census Area,,2007,12.8,West
793,AK,Bethel Census Area,,2008,13.9,West
794,AK,Bethel Census Area,,2009,14.1,West
795,AK,Bethel Census Area,,2010,14.6,West
796,AK,Bethel Census Area,,2011,15.0,West
797,AK,Bethel Census Area,,2012,15.4,West
798,AK,Bethel Census Area,,2013,16.2,West
799,AK,Bethel Census Area,,2014,16.1,West
800,AK,Bethel Census Area,,2015,14.0,West
801,AK,Bethel Census Area,46634.0,2016,14.3,West
802,AK,Bethel Census Area,,2017,13.8,West
803,AK,Bristol Bay Borough,,2007,4.7,West
804,AK,Bristol Bay Borough,,2008,4.9,West
805,AK,Bristol Bay Borough,,2009,4.8,West
806,AK,Bristol Bay Borough,,2010,9.7,West
807,AK,Bristol Bay Borough,,2011,8.9,West
808,AK,Bristol Bay Borough,,2012,9.8,West
809,AK,Bristol Bay Borough,,2013,8.8,West
810,AK,Bristol Bay Borough,,2014,8.0,West
811,AK,Bristol Bay Borough,,2015,9.0,West
812,AK,Bristol Bay Borough,68026.0,2016,7.0,West
813,AK,Bristol Bay Borough,,2017,6.3,West
814,AK,Denali Borough,,2007,6.2,West
815,AK,Denali Borough,,2008,6.1,West
816,AK,Denali Borough,,2009,8.3,West
817,AK,Denali Borough,,2010,11.9,West
818,AK,Denali Borough,,2011,13.7,West
819,AK,Denali Borough,,2012,13.8,West
820,AK,Denali Borough,,2013,12.5,West
821,AK,Denali Borough,,2014,10.3,West
822,AK,Denali Borough,,2015,9.0,West
823,AK,Denali Borough,72378.0,2016,9.1,West
824,AK,Denali Borough,,2017,9.4,West
825,AK,Dillingham Census Area,,2007,9.1,West
826,AK,Dillingham Census Area,,2008,9.3,West
827,AK,Dillingham Census Area,,2009,10.2,West
828,AK,Dillingham Census Area,,2010,10.1,West
829,AK,Dillingham Census Area,,2011,10.6,West
830,AK,Dillingham Census Area,,2012,9.9,West
831,AK,Dillingham Census Area,,2013,10.2,West
832,AK,Dillingham Census Area,,2014,10.0,West
833,AK,Dillingham Census Area,,2015,10.0,West
834,AK,Dillingham Census Area,52250.0,2016,9.7,West
835,AK,Dillingham Census Area,,2017,9.3,West
836,AK,Fairbanks North Star Borough,,2007,5.6,West
837,AK,Fairbanks North Star Borough,,2008,6.1,West
838,AK,Fairbanks North Star Borough,,2009,7.1,West
839,AK,Fairbanks North Star Borough,,2010,6.6,West
840,AK,Fairbanks North Star Borough,,2011,6.4,West
841,AK,Fairbanks North Star Borough,,2012,6.1,West
842,AK,Fairbanks North Star Borough,,2013,5.9,West
843,AK,Fairbanks North Star Borough,,2014,5.8,West
844,AK,Fairbanks North Star Borough,,2015,6.0,West
845,AK,Fairbanks North Star Borough,73427.0,2016,5.9,West
846,AK,Fairbanks North Star Borough,,2017,6.3,West
847,AK,Haines Borough,,2007,7.4,West
848,AK,Haines Borough,,2008,8.8,West
849,AK,Haines Borough,,2009,9.0,West
850,AK,Haines Borough,,2010,10.6,West
851,AK,Haines Borough,,2011,10.0,West
852,AK,Haines Borough,,2012,10.0,West
853,AK,Haines Borough,,2013,10.2,West
854,AK,Haines Borough,,2014,10.7,West
855,AK,Haines Borough,,2015,10.0,West
856,AK,Haines Borough,53471.0,2016,10.3,West
857,AK,Haines Borough,,2017,9.1,West
858,AK,Juneau Borough/city,,2007,4.5,West
859,AK,Juneau Borough/city,,2008,4.8,West
860,AK,Juneau Borough/city,,2009,5.9,West
861,AK,Juneau Borough/city,,2010,5.9,West
862,AK,Juneau Borough/city,,2011,5.6,West
863,AK,Juneau Borough/city,,2012,5.1,West
864,AK,Juneau Borough/city,,2013,5.0,West
865,AK,Juneau Borough/city,,2014,5.1,West
866,AK,Juneau Borough/city,,2015,5.0,West
867,AK,Juneau Borough/city,68501.0,2016,4.5,West
868,AK,Juneau Borough/city,,2017,4.7,West
869,AK,Kenai Peninsula Borough,,2007,7.9,West
870,AK,Kenai Peninsula Borough,,2008,8.2,West
871,AK,Kenai Peninsula Borough,,2009,9.8,West
872,AK,Kenai Peninsula Borough,,2010,10.0,West
873,AK,Kenai Peninsula Borough,,2011,9.5,West
874,AK,Kenai Peninsula Borough,,2012,8.6,West
875,AK,Kenai Peninsula Borough,,2013,8.0,West
876,AK,Kenai Peninsula Borough,,2014,7.9,West
877,AK,Kenai Peninsula Borough,,2015,8.0,West
878,AK,Kenai Peninsula Borough,67125.0,2016,8.6,West
879,AK,Kenai Peninsula Borough,,2017,8.5,West
880,AK,Ketchikan Gateway Borough,,2007,5.7,West
881,AK,Ketchikan Gateway Borough,,2008,5.9,West
882,AK,Ketchikan Gateway Borough,,2009,7.1,West
883,AK,Ketchikan Gateway Borough,,2010,8.7,West
884,AK,Ketchikan Gateway Borough,,2011,8.6,West
885,AK,Ketchikan Gateway Borough,,2012,8.1,West
886,AK,Ketchikan Gateway Borough,,2013,7.8,West
887,AK,Ketchikan Gateway Borough,,2014,7.9,West
888,AK,Ketchikan Gateway Borough,,2015,7.0,West
889,AK,Ketchikan Gateway Borough,74683.0,2016,6.6,West
890,AK,Ketchikan Gateway Borough,,2017,6.3,West
891,AK,Kodiak Island Borough,,2007,6.3,West
892,AK,Kodiak Island Borough,,2008,6.8,West
893,AK,Kodiak Island Borough,,2009,7.1,West
894,AK,Kodiak Island Borough,,2010,7.4,West
895,AK,Kodiak Island Borough,,2011,7.4,West
896,AK,Kodiak Island Borough,,2012,6.7,West
897,AK,Kodiak Island Borough,,2013,6.2,West
898,AK,Kodiak Island Borough,,2014,5.7,West
899,AK,Kodiak Island Borough,,2015,5.0,West
900,AK,Kodiak Island Borough,34341.0,2016,5.2,West
901,AK,Kodiak Island Borough,,2017,5.1,West
902,AK,Kusilvak Census Area,,2007,20.4,West
903,AK,Kusilvak Census Area,,2008,20.6,West
904,AK,Kusilvak Census Area,,2009,20.8,West
905,AK,Kusilvak Census Area,,2010,20.4,West
906,AK,Kusilvak Census Area,,2011,21.1,West
907,AK,Kusilvak Census Area,,2012,22.1,West
908,AK,Kusilvak Census Area,,2013,23.7,West
909,AK,Kusilvak Census Area,,2014,23.8,West
910,AK,Kusilvak Census Area,,2015,23.0,West
911,AK,Kusilvak Census Area,44310.0,2016,21.7,West
912,AK,Kusilvak Census Area,,2017,20.1,West
913,AK,Lake and Peninsula Borough,,2007,5.5,West
914,AK,Lake and Peninsula Borough,,2008,6.9,West
915,AK,Lake and Peninsula Borough,,2009,8.1,West
916,AK,Lake and Peninsula Borough,,2010,14.4,West
917,AK,Lake and Peninsula Borough,,2011,15.0,West
918,AK,Lake and Peninsula Borough,,2012,15.2,West
919,AK,Lake and Peninsula Borough,,2013,15.5,West
920,AK,Lake and Peninsula Borough,,2014,16.3,West
921,AK,Lake and Peninsula Borough,,2015,13.0,West
922,AK,Lake and Peninsula Borough,71793.0,2016,12.6,West
923,AK,Lake and Peninsula Borough,,2017,11.9,West
924,AK,Matanuska-Susitna Borough,,2007,7.2,West
925,AK,Matanuska-Susitna Borough,,2008,7.6,West
926,AK,Matanuska-Susitna Borough,,2009,8.9,West
927,AK,Matanuska-Susitna Borough,,2010,9.4,West
928,AK,Matanuska-Susitna Borough,,2011,9.2,West
929,AK,Matanuska-Susitna Borough,,2012,8.7,West
930,AK,Matanuska-Susitna Borough,,2013,8.4,West
931,AK,Matanuska-Susitna Borough,,2014,8.1,West
932,AK,Matanuska-Susitna Borough,,2015,8.0,West
933,AK,Matanuska-Susitna Borough,55974.0,2016,8.3,West
934,AK,Matanuska-Susitna Borough,,2017,8.7,West
935,AK,Nome Census Area,,2007,11.1,West
936,AK,Nome Census Area,,2008,10.4,West
937,AK,Nome Census Area,,2009,11.7,West
938,AK,Nome Census Area,,2010,12.6,West
939,AK,Nome Census Area,,2011,12.3,West
940,AK,Nome Census Area,,2012,11.7,West
941,AK,Nome Census Area,,2013,12.3,West
942,AK,Nome Census Area,,2014,12.3,West
943,AK,Nome Census Area,,2015,12.0,West
944,AK,Nome Census Area,74998.0,2016,12.8,West
945,AK,Nome Census Area,,2017,12.6,West
946,AK,North Slope Borough,,2007,5.4,West
947,AK,North Slope Borough,,2008,4.2,West
948,AK,North Slope Borough,,2009,4.7,West
949,AK,North Slope Borough,,2010,8.0,West
950,AK,North Slope Borough,,2011,7.6,West
951,AK,North Slope Borough,,2012,7.7,West
952,AK,North Slope Borough,,2013,7.4,West
953,AK,North Slope Borough,,2014,6.0,West
954,AK,North Slope Borough,,2015,6.0,West
955,AK,North Slope Borough,53692.0,2016,6.8,West
956,AK,North Slope Borough,,2017,7.4,West
957,AK,Northwest Arctic Borough,,2007,10.8,West
958,AK,Northwest Arctic Borough,,2008,11.6,West
959,AK,Northwest Arctic Borough,,2009,11.9,West
960,AK,Northwest Arctic Borough,,2010,13.4,West
961,AK,Northwest Arctic Borough,,2011,15.5,West
962,AK,Northwest Arctic Borough,,2012,15.7,West
963,AK,Northwest Arctic Borough,,2013,16.4,West
964,AK,Northwest Arctic Borough,,2014,17.0,West
965,AK,Northwest Arctic Borough,,2015,16.0,West
966,AK,Northwest Arctic Borough,72795.0,2016,16.1,West
967,AK,Northwest Arctic Borough,,2017,16.8,West
968,AK,Sitka Borough/city,,2007,5.1,West
969,AK,Sitka Borough/city,,2008,5.8,West
970,AK,Sitka Borough/city,,2009,6.2,West
971,AK,Sitka Borough/city,,2010,6.3,West
972,AK,Sitka Borough/city,,2011,6.1,West
973,AK,Sitka Borough/city,,2012,5.7,West
974,AK,Sitka Borough/city,,2013,5.5,West
975,AK,Sitka Borough/city,,2014,5.1,West
976,AK,Sitka Borough/city,,2015,5.0,West
977,AK,Sitka Borough/city,37906.0,2016,4.7,West
978,AK,Sitka Borough/city,,2017,4.7,West
979,AK,Southeast Fairbanks Census Area,,2007,8.7,West
980,AK,Southeast Fairbanks Census Area,,2008,8.8,West
981,AK,Southeast Fairbanks Census Area,,2009,9.6,West
982,AK,Southeast Fairbanks Census Area,,2010,11.9,West
983,AK,Southeast Fairbanks Census Area,,2011,12.4,West
984,AK,Southeast Fairbanks Census Area,,2012,12.9,West
985,AK,Southeast Fairbanks Census Area,,2013,13.1,West
986,AK,Southeast Fairbanks Census Area,,2014,13.2,West
987,AK,Southeast Fairbanks Census Area,,2015,11.0,West
988,AK,Southeast Fairbanks Census Area,45151.0,2016,10.8,West
989,AK,Southeast Fairbanks Census Area,,2017,10.4,West
990,AK,Valdez-Cordova Census Area,,2007,8.4,West
991,AK,Valdez-Cordova Census Area,,2008,8.4,West
992,AK,Valdez-Cordova Census Area,,2009,8.5,West
993,AK,Valdez-Cordova Census Area,,2010,9.4,West
994,AK,Valdez-Cordova Census Area,,2011,9.9,West
995,AK,Valdez-Cordova Census Area,,2012,9.7,West
996,AK,Valdez-Cordova Census Area,,2013,9.9,West
997,AK,Valdez-Cordova Census Area,,2014,9.7,West
998,AK,Valdez-Cordova Census Area,,2015,9.0,West
999,AK,Valdez-Cordova Census Area,53643.0,2016,8.6,West
1000,AK,Valdez-Cordova Census Area,,2017,8.0,West
1001,AK,Yakutat Borough/city,,2007,6.8,West
1002,AK,Yakutat Borough/city,,2008,7.5,West
1003,AK,Yakutat Borough/city,,2009,11.5,West
1004,AK,Yakutat Borough/city,,2010,10.8,West
1005,AK,Yakutat Borough/city,,2011,10.6,West
1006,AK,Yakutat Borough/city,,2012,9.7,West
1007,AK,Yakutat Borough/city,,2013,9.5,West
1008,AK,Yakutat Borough/city,,2014,9.9,West
1009,AK,Yakutat Borough/city,,2015,9.0,West
1010,AK,Yakutat Borough/city,61110.0,2016,8.6,West
1011,AK,Yakutat Borough/city,,2017,9.4,West
1012,AK,Yukon-Koyukuk Census Area,,2007,13.8,West
1013,AK,Yukon-Koyukuk Census Area,,2008,14.1,West
1014,AK,Yukon-Koyukuk Census Area,,2009,14.1,West
1015,AK,Yukon-Koyukuk Census Area,,2010,17.2,West
1016,AK,Yukon-Koyukuk Census Area,,2011,18.4,West
1017,AK,Yukon-Koyukuk Census Area,,2012,17.4,West
1018,AK,Yukon-Koyukuk Census Area,,2013,18.3,West
1019,AK,Yukon-Koyukuk Census Area,,2014,19.0,West
1020,AK,Yukon-Koyukuk Census Area,,2015,18.0,West
1021,AK,Yukon-Koyukuk Census Area,34285.0,2016,18.0,West
1022,AK,Yukon-Koyukuk Census Area,,2017,18.3,West
1023,AZ,Arizona,,2007,3.9,West
1024,AZ,Arizona,,2008,6.2,West
1025,AZ,Arizona,,2009,9.9,West
1026,AZ,Arizona,,2010,10.4,West
1027,AZ,Arizona,,2011,9.5,West
1028,AZ,Arizona,,2012,8.3,West
1029,AZ,Arizona,,2013,7.7,West
1030,AZ,Arizona,,2014,6.8,West
1031,AZ,Arizona,,2015,6.0,West
1032,AZ,Arizona,58742.0,2016,5.4,West
1033,AZ,Arizona,,2017,4.9,West
1034,AZ,Apache County,,2007,8.8,West
1035,AZ,Apache County,,2008,11.6,West
1036,AZ,Apache County,,2009,15.8,West
1037,AZ,Apache County,,2010,16.4,West
1038,AZ,Apache County,,2011,18.5,West
1039,AZ,Apache County,,2012,19.0,West
1040,AZ,Apache County,,2013,18.4,West
1041,AZ,Apache County,,2014,15.6,West
1042,AZ,Apache County,,2015,13.0,West
1043,AZ,Apache County,42003.0,2016,11.5,West
1044,AZ,Apache County,,2017,10.4,West
1045,AZ,Cochise County,,2007,4.1,West
1046,AZ,Cochise County,,2008,5.9,West
1047,AZ,Cochise County,,2009,8.0,West
1048,AZ,Cochise County,,2010,9.3,West
1049,AZ,Cochise County,,2011,9.5,West
1050,AZ,Cochise County,,2012,9.0,West
1051,AZ,Cochise County,,2013,9.2,West
1052,AZ,Cochise County,,2014,8.4,West
1053,AZ,Cochise County,,2015,7.0,West
1054,AZ,Cochise County,37440.0,2016,6.2,West
1055,AZ,Cochise County,,2017,5.6,West
1056,AZ,Coconino County,,2007,3.7,West
1057,AZ,Coconino County,,2008,5.6,West
1058,AZ,Coconino County,,2009,8.5,West
1059,AZ,Coconino County,,2010,9.9,West
1060,AZ,Coconino County,,2011,9.5,West
1061,AZ,Coconino County,,2012,8.6,West
1062,AZ,Coconino County,,2013,8.1,West
1063,AZ,Coconino County,,2014,7.1,West
1064,AZ,Coconino County,,2015,7.0,West
1065,AZ,Coconino County,47644.0,2016,6.0,West
1066,AZ,Coconino County,,2017,5.6,West
1067,AZ,Gila County,,2007,4.3,West
1068,AZ,Gila County,,2008,6.5,West
1069,AZ,Gila County,,2009,11.4,West
1070,AZ,Gila County,,2010,12.5,West
1071,AZ,Gila County,,2011,11.6,West
1072,AZ,Gila County,,2012,10.2,West
1073,AZ,Gila County,,2013,9.6,West
1074,AZ,Gila County,,2014,8.3,West
1075,AZ,Gila County,,2015,8.0,West
1076,AZ,Gila County,52642.0,2016,7.2,West
1077,AZ,Gila County,,2017,6.1,West
1078,AZ,Graham County,,2007,4.3,West
1079,AZ,Graham County,,2008,7.1,West
1080,AZ,Graham County,,2009,15.0,West
1081,AZ,Graham County,,2010,12.9,West
1082,AZ,Graham County,,2011,10.0,West
1083,AZ,Graham County,,2012,8.5,West
1084,AZ,Graham County,,2013,7.7,West
1085,AZ,Graham County,,2014,7.4,West
1086,AZ,Graham County,,2015,7.0,West
1087,AZ,Graham County,39090.0,2016,6.7,West
1088,AZ,Graham County,,2017,5.4,West
1089,AZ,Greenlee County,,2007,3.3,West
1090,AZ,Greenlee County,,2008,5.3,West
1091,AZ,Greenlee County,,2009,18.9,West
1092,AZ,Greenlee County,,2010,16.4,West
1093,AZ,Greenlee County,,2011,11.0,West
1094,AZ,Greenlee County,,2012,8.2,West
1095,AZ,Greenlee County,,2013,5.9,West
1096,AZ,Greenlee County,,2014,6.5,West
1097,AZ,Greenlee County,,2015,8.0,West
1098,AZ,Greenlee County,49824.0,2016,7.6,West
1099,AZ,Greenlee County,,2017,5.1,West
1100,AZ,La Paz County,,2007,5.1,West
1101,AZ,La Paz County,,2008,7.7,West
1102,AZ,La Paz County,,2009,9.9,West
1103,AZ,La Paz County,,2010,10.2,West
1104,AZ,La Paz County,,2011,9.8,West
1105,AZ,La Paz County,,2012,8.6,West
1106,AZ,La Paz County,,2013,8.2,West
1107,AZ,La Paz County,,2014,7.6,West
1108,AZ,La Paz County,,2015,7.0,West
1109,AZ,La Paz County,42998.0,2016,6.0,West
1110,AZ,La Paz County,,2017,5.4,West
1111,AZ,Maricopa County,,2007,3.3,West
1112,AZ,Maricopa County,,2008,5.4,West
1113,AZ,Maricopa County,,2009,9.1,West
1114,AZ,Maricopa County,,2010,9.5,West
1115,AZ,Maricopa County,,2011,8.6,West
1116,AZ,Maricopa County,,2012,7.3,West
1117,AZ,Maricopa County,,2013,6.6,West
1118,AZ,Maricopa County,,2014,5.8,West
1119,AZ,Maricopa County,,2015,5.0,West
